2 threads, 4 cores

int seq_len = 64;
int embed_dim = 64;
int num_heads = 4;
int ff_hidden_dim = 128;

---------- Begin Simulation Statistics ----------
simSeconds                                   0.010144                       # Number of seconds simulated (Second)
simTicks                                  10143680500                       # Number of ticks simulated (Tick)
finalTick                                 10143680500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    523.77                       # Real time elapsed on the host (Second)
hostTickRate                                 19366571                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     797964                       # Number of bytes of host memory used (Byte)
simInsts                                     41639709                       # Number of instructions simulated (Count)
simOps                                       41682918                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    79500                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      79582                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        14283324                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.602243                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              1.660458                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       25000252                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                  223668                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      24655355                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 51968                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             1464447                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          1031938                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              36752                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           13536166                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.821443                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.992752                       # Number of insts issued each cycle (Count)
system.cpu0.branchPred.squashes_0::DirectCond       876834     77.33%     94.66% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu0.branchPred.squashes_0::DirectUncond        56349      4.97%     99.63% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu0.branchPred.squashes_0::IndirectCond            0      0.00%     99.63% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu0.branchPred.squashes_0::IndirectUncond         4145      0.37%    100.00% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu0.branchPred.squashes_0::total      1133817                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu0.branchPred.corrected_0::NoBranch            0      0.00%      0.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::Return           37      0.02%      0.02% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::CallDirect         5476      2.51%      2.53% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::CallIndirect           86      0.04%      2.57% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::DirectCond       196503     90.24%     92.82% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::DirectUncond        15598      7.16%     99.98% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::IndirectCond            0      0.00%     99.98% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::IndirectUncond           46      0.02%    100.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::total       217746                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.earlyResteers_0::NoBranch            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::Return            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::CallDirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::CallIndirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::DirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::DirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::IndirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::IndirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::total            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.committed_0::NoBranch            0      0.00%      0.00% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::Return       341815      8.90%      8.90% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::CallDirect       288274      7.51%     16.41% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::CallIndirect        53546      1.39%     17.81% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::DirectCond      3026445     78.83%     96.64% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::DirectUncond       115453      3.01%     99.65% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::IndirectCond            0      0.00%     99.65% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::IndirectUncond        13526      0.35%    100.00% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::total      3839059                       # Number of branches finally committed  (Count)
system.cpu0.branchPred.mispredicted_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::Return            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::CallDirect         4527      2.96%      2.96% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::CallIndirect           85      0.06%      3.01% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::DirectCond       135982     88.82%     91.83% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::DirectUncond        12479      8.15%     99.98% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::IndirectCond            0      0.00%     99.98% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::IndirectUncond           29      0.02%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::total       153102                       # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.targetProvider_0::NoTarget      1897087     38.15%     38.15% # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetProvider_0::BTB      2558348     51.45%     89.59% # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetProvider_0::RAS       440773      8.86%     98.46% # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetProvider_0::Indirect        76679      1.54%    100.00% # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetProvider_0::total      4972887                       # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetWrong_0::NoBranch        55179     25.34%     25.34% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::Return       162522     74.64%     99.98% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::CallDirect           37      0.02%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::CallIndirect            8      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::total       217746                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.condPredicted          3903285                       # Number of conditional branches predicted (Count)
system.cpu0.branchPred.condPredictedTaken      2070131                       # Number of conditional branches predicted as taken (Count)
system.cpu0.branchPred.condIncorrect           217746                       # Number of conditional branches incorrect (Count)
system.cpu0.branchPred.predTakenBTBMiss         32657                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu0.branchPred.NotTakenMispredicted       186310                       # Number branches predicted 'not taken' but turned out to be taken (Count)
system.cpu0.branchPred.TakenMispredicted        31436                       # Number branches predicted taken but are actually not taken (Count)
system.cpu0.branchPred.BTBLookups             4972887                       # Number of BTB lookups (Count)
system.cpu0.branchPred.BTBUpdates              186141                       # Number of BTB updates (Count)
system.cpu0.branchPred.BTBHits                3006336                       # Number of BTB hits (Count)
system.cpu0.branchPred.BTBHitRatio           0.604545                       # BTB Hit Ratio (Ratio)
system.cpu0.branchPred.BTBMispredicted          33159                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu0.branchPred.indirectLookups          85188                       # Number of indirect predictor lookups. (Count)
system.cpu0.branchPred.indirectHits             76679                       # Number of indirect target hits. (Count)
system.cpu0.branchPred.indirectMisses            8509                       # Number of indirect misses. (Count)
system.cpu0.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu0.branchPred.btb.lookups::NoBranch            0      0.00%      0.00% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::Return       440774      8.86%      8.86% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::CallDirect       371836      7.48%     16.34% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::CallIndirect        67517      1.36%     17.70% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::DirectCond      3903285     78.49%     96.19% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::DirectUncond       171804      3.45%     99.64% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::IndirectCond            0      0.00%     99.64% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::IndirectUncond        17671      0.36%    100.00% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::total      4972887                       # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.misses::NoBranch            0      0.00%      0.00% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::Return       407325     20.71%     20.71% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::CallDirect         6202      0.32%     21.03% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::CallIndirect        63420      3.22%     24.25% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::DirectCond      1455785     74.03%     98.28% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::DirectUncond        16148      0.82%     99.10% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::IndirectCond            0      0.00%     99.10% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::IndirectUncond        17671      0.90%    100.00% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::total      1966551                       # Number of BTB misses (Count)
system.cpu0.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::CallDirect         5476      2.94%      2.94% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::CallIndirect            0      0.00%      2.94% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::DirectCond       165067     88.68%     91.62% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::DirectUncond        15598      8.38%    100.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
