int seq_len = 8;
int embed_dim = 8;
int ff_hidden_dim = 16;

---------- Begin Simulation Statistics ----------
simSeconds                                   0.000221                       # Number of seconds simulated (Second)
simTicks                                    220891500                       # Number of ticks simulated (Tick)
finalTick                                   220891500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      9.22                       # Real time elapsed on the host (Second)
hostTickRate                                 23962591                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     767236                       # Number of bytes of host memory used (Byte)
simInsts                                       525245                       # Number of instructions simulated (Count)
simOps                                         526203                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    56977                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      57080                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                          390620                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.913874                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              1.094242                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                         478958                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    4741                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                        466480                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   811                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined               55437                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined            32196                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                796                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples             293900                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.587207                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.038114                       # Number of insts issued each cycle (Count)
system.cpu0.branchPred.squashes_0::DirectUncond         2075      6.72%     99.76% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu0.branchPred.squashes_0::IndirectCond            0      0.00%     99.76% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu0.branchPred.squashes_0::IndirectUncond           73      0.24%    100.00% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu0.branchPred.squashes_0::total        30882                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu0.branchPred.corrected_0::NoBranch            0      0.00%      0.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::Return           34      0.42%      0.42% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::CallDirect          894     11.06%     11.48% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::CallIndirect           80      0.99%     12.47% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::DirectCond         6315     78.11%     90.58% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::DirectUncond          705      8.72%     99.29% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::IndirectCond            0      0.00%     99.29% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::IndirectUncond           57      0.71%    100.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::total         8085                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.earlyResteers_0::NoBranch            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::Return            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::CallDirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::CallIndirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::DirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::DirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::IndirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::IndirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::total            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.committed_0::NoBranch            0      0.00%      0.00% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::Return         8315     10.43%     10.43% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::CallDirect         7366      9.24%     19.66% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::CallIndirect          954      1.20%     20.86% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::DirectCond        58948     73.92%     94.77% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::DirectUncond         3689      4.63%     99.40% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::IndirectCond            0      0.00%     99.40% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::IndirectUncond          478      0.60%    100.00% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::total        79750                       # Number of branches finally committed  (Count)
system.cpu0.branchPred.mispredicted_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::Return            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::CallDirect          455      8.16%      8.16% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::CallIndirect           76      1.36%      9.52% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::DirectCond         4475     80.23%     89.75% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::DirectUncond          532      9.54%     99.28% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::IndirectCond            0      0.00%     99.28% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::IndirectUncond           40      0.72%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::total         5578                       # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.targetProvider_0::NoTarget        49693     44.91%     44.91% # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetProvider_0::BTB        48265     43.62%     88.53% # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetProvider_0::RAS        11312     10.22%     98.76% # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetProvider_0::Indirect         1374      1.24%    100.00% # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetProvider_0::total       110644                       # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetWrong_0::NoBranch         3351     41.45%     41.45% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::Return         4686     57.96%     99.41% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::CallDirect           34      0.42%     99.83% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::CallIndirect           14      0.17%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::total         8085                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.condPredicted            80976                       # Number of conditional branches predicted (Count)
system.cpu0.branchPred.condPredictedTaken        35515                       # Number of conditional branches predicted as taken (Count)
system.cpu0.branchPred.condIncorrect             8085                       # Number of conditional branches incorrect (Count)
system.cpu0.branchPred.predTakenBTBMiss          1565                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu0.branchPred.NotTakenMispredicted         7239                       # Number branches predicted 'not taken' but turned out to be taken (Count)
system.cpu0.branchPred.TakenMispredicted          846                       # Number branches predicted taken but are actually not taken (Count)
system.cpu0.branchPred.BTBLookups              110644                       # Number of BTB lookups (Count)
system.cpu0.branchPred.BTBUpdates                7068                       # Number of BTB updates (Count)
system.cpu0.branchPred.BTBHits                  57251                       # Number of BTB hits (Count)
system.cpu0.branchPred.BTBHitRatio           0.517434                       # BTB Hit Ratio (Ratio)
system.cpu0.branchPred.BTBMispredicted           2040                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu0.branchPred.indirectLookups           1780                       # Number of indirect predictor lookups. (Count)
system.cpu0.branchPred.indirectHits              1374                       # Number of indirect target hits. (Count)
system.cpu0.branchPred.indirectMisses             406                       # Number of indirect misses. (Count)
system.cpu0.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu0.branchPred.btb.lookups::NoBranch            0      0.00%      0.00% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::Return        11313     10.22%     10.22% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::CallDirect        10809      9.77%     19.99% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::CallIndirect         1229      1.11%     21.10% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::DirectCond        80976     73.19%     94.29% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::DirectUncond         5766      5.21%     99.50% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::IndirectCond            0      0.00%     99.50% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::IndirectUncond          551      0.50%    100.00% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::total       110644                       # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.misses::NoBranch            0      0.00%      0.00% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::Return        10732     20.10%     20.10% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::CallDirect         1249      2.34%     22.44% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::CallIndirect         1165      2.18%     24.62% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::DirectCond        38849     72.76%     97.38% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::DirectUncond          847      1.59%     98.97% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::IndirectCond            0      0.00%     98.97% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::IndirectUncond          551      1.03%    100.00% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::total        53393                       # Number of BTB misses (Count)
system.cpu0.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::CallDirect          894     12.65%     12.65% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::CallIndirect            0      0.00%     12.65% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::DirectCond         5469     77.38%     90.03% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::DirectUncond          705      9.97%    100.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
