
---------- Begin Simulation Statistics ----------
simSeconds                                   0.002025                       # Number of seconds simulated (Second)
simTicks                                   2025017500                       # Number of ticks simulated (Tick)
finalTick                                  2025017500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     99.45                       # Real time elapsed on the host (Second)
hostTickRate                                 20361590                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     769284                       # Number of bytes of host memory used (Byte)
simInsts                                      7797632                       # Number of instructions simulated (Count)
simOps                                        7809064                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    78405                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      78519                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                         3230469                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.614156                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              1.628252                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                        5616540                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   58062                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                       5520287                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 13207                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              403492                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           279800                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved               9423                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples            2969115                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.859237                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.068500                       # Number of insts issued each cycle (Count)
system.cpu0.branchPred.squashes_0::IndirectCond            0      0.00%     99.64% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu0.branchPred.squashes_0::IndirectUncond         1060      0.36%    100.00% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu0.branchPred.squashes_0::total       292257                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu0.branchPred.corrected_0::NoBranch            0      0.00%      0.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::Return           38      0.08%      0.08% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::CallDirect         1973      3.97%      4.05% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::CallIndirect           82      0.17%      4.21% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::DirectCond        43156     86.89%     91.10% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::DirectUncond         4377      8.81%     99.91% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::IndirectCond            0      0.00%     99.91% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::IndirectUncond           44      0.09%    100.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::total        49670                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.earlyResteers_0::NoBranch            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::Return            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::CallDirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::CallIndirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::DirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::DirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::IndirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::IndirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::total            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.committed_0::NoBranch            0      0.00%      0.00% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::Return        89398      9.86%      9.86% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::CallDirect        75895      8.37%     18.23% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::CallIndirect        13508      1.49%     19.72% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::DirectCond       692272     76.34%     96.06% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::DirectUncond        31932      3.52%     99.58% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::IndirectCond            0      0.00%     99.58% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::IndirectUncond         3766      0.42%    100.00% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::total       906771                       # Number of branches finally committed  (Count)
system.cpu0.branchPred.mispredicted_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::Return            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::CallDirect         1429      3.87%      3.87% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::CallIndirect           81      0.22%      4.09% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::DirectCond        31921     86.36%     90.44% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::DirectUncond         3506      9.48%     99.93% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::IndirectCond            0      0.00%     99.93% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::IndirectUncond           27      0.07%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::total        36964                       # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.targetProvider_0::NoTarget       507839     42.35%     42.35% # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetProvider_0::BTB       558807     46.60%     88.96% # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetProvider_0::RAS       112712      9.40%     98.36% # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetProvider_0::Indirect        19681      1.64%    100.00% # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetProvider_0::total      1199039                       # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetWrong_0::NoBranch        16351     32.92%     32.92% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::Return        33273     66.99%     99.91% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::CallDirect           38      0.08%     99.98% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::CallIndirect            8      0.02%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::total        49670                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.condPredicted           917305                       # Number of conditional branches predicted (Count)
system.cpu0.branchPred.condPredictedTaken       426981                       # Number of conditional branches predicted as taken (Count)
system.cpu0.branchPred.condIncorrect            49670                       # Number of conditional branches incorrect (Count)
system.cpu0.branchPred.predTakenBTBMiss          9135                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu0.branchPred.NotTakenMispredicted        41382                       # Number branches predicted 'not taken' but turned out to be taken (Count)
system.cpu0.branchPred.TakenMispredicted         8288                       # Number branches predicted taken but are actually not taken (Count)
system.cpu0.branchPred.BTBLookups             1199039                       # Number of BTB lookups (Count)
system.cpu0.branchPred.BTBUpdates               41218                       # Number of BTB updates (Count)
system.cpu0.branchPred.BTBHits                 671905                       # Number of BTB hits (Count)
system.cpu0.branchPred.BTBHitRatio           0.560370                       # BTB Hit Ratio (Ratio)
system.cpu0.branchPred.BTBMispredicted           9628                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu0.branchPred.indirectLookups          22012                       # Number of indirect predictor lookups. (Count)
system.cpu0.branchPred.indirectHits             19681                       # Number of indirect target hits. (Count)
system.cpu0.branchPred.indirectMisses            2331                       # Number of indirect misses. (Count)
system.cpu0.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu0.branchPred.btb.lookups::NoBranch            0      0.00%      0.00% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::Return       112713      9.40%      9.40% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::CallDirect        99610      8.31%     17.71% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::CallIndirect        17186      1.43%     19.14% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::DirectCond       917305     76.50%     95.64% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::DirectUncond        47399      3.95%     99.60% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::IndirectCond            0      0.00%     99.60% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::IndirectUncond         4826      0.40%    100.00% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::total      1199039                       # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.misses::NoBranch            0      0.00%      0.00% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::Return       107297     20.35%     20.35% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::CallDirect         2372      0.45%     20.80% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::CallIndirect        16162      3.07%     23.87% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::DirectCond       391872     74.34%     98.21% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::DirectUncond         4605      0.87%     99.08% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::IndirectCond            0      0.00%     99.08% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::IndirectUncond         4826      0.92%    100.00% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::total       527134                       # Number of BTB misses (Count)
system.cpu0.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::CallDirect         1973      4.79%      4.79% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::CallIndirect            0      0.00%      4.79% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::DirectCond        34868     84.59%     89.38% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::DirectUncond         4377     10.62%    100.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
